,Name,Awards,Tittles,Year
391,Robert De Niro,Winner Special Prize for Outstanding Contribution to World Cinema,None,2008
392,Robert De Niro,Nominee ALFS Award,Actor of the Year,2020
393,Robert De Niro,Winner LAFCA Award,Best Actor,1980
394,Robert De Niro,Nominee LAFCA Award,Best Actor,1978
395,Robert De Niro,Winner LAFCA Award,Best Actor,1976
396,Robert De Niro,Winner Honorary Prize,None,1997
397,Robert De Niro,Nominee MTV Movie Award,Best Cameo,2014
398,Robert De Niro,Nominee MTV Movie Award,Best On-Screen Team,2001
399,Robert De Niro,Winner MTV Movie Award,Best Line from a Movie,2001
400,Robert De Niro,Nominee MTV Movie Award,Best Action Sequence,1999
401,Robert De Niro,Nominee MTV Movie Award,Best Villain,1997
402,Robert De Niro,Winner Icon Award,None,2019
403,Robert De Niro,Winner NBR Award,Best Actor,1990
404,Robert De Niro,Winner NBR Award,Best Actor,1980
405,Robert De Niro,Nominee NSFC Award,Best Actor,1991
406,Robert De Niro,Nominee NSFC Award,Best Actor,1981
407,Robert De Niro,Nominee NSFC Award,Best Actor,1978
408,Robert De Niro,Winner NSFC Award,Best Actor,1976
409,Robert De Niro,Winner NSFC Award,Best Supporting Actor,1974
410,Robert De Niro,Winner NYFCC Award,Best Actor,1990
411,Robert De Niro,Winner NYFCC Award,Best Actor,1980
412,Robert De Niro,Nominee NYFCC Award,Best Actor,1978
413,Robert De Niro,Winner NYFCC Award,Best Actor,1976
414,Robert De Niro,Nominee NYFCC Award,Best Actor,1976
415,Robert De Niro,Nominee OFCS Award,Best Supporting Actor,2024
416,Robert De Niro,Nominee OFCS Award,Best Actor,2020
417,Robert De Niro,Winner Creative Impact in Acting Award,Best Actor - Robert De Niro,2020
418,Robert De Niro,Nominee People,Favorite Comedic Movie Actor,2016
419,Robert De Niro,Nominee People,Favorite Movie Icon,2012
420,Robert De Niro,Nominee People,Favorite Motion Picture Actor,1993
421,Robert De Niro,Nominee People,Favorite Motion Picture Actor,1991
422,Robert De Niro,Nominee People,Favorite Motion Picture Actor,1982
423,Robert De Niro,Nominee PGA Award,Outstanding Producer of Theatrical Motion Pictures,2020
424,Robert De Niro,Nominee PGA Award,Outstanding Producer of Limited Series Television,2020
425,Robert De Niro,Nominee PGA Award,Outstanding Producer of Long-Form Television,2018
426,Robert De Niro,Nominee Gold Medal,Favorite Male Motion Picture Star,1978
427,Robert De Niro,Nominee Gold Medal,Favorite Movie,1978
428,Robert De Niro,Nominee Gold Medal,Favorite Female Star,1977
429,Robert De Niro,Nominee Gold Medal,Favorite Male Star,1975
430,Robert De Niro,Nominee Razzie Award,Worst Actor,2017
431,Robert De Niro,Nominee Razzie Award,Worst Screen Couple,2003
432,Robert De Niro,Nominee Golden Aries,Best Foreign Actor,1998
433,Robert De Niro,Winner Donostia Lifetime Achievement Award,None,2000
434,Robert De Niro,Winner Kirk Douglas Award for Excellence in Film,None,2013
435,Robert De Niro,Nominee Actor,Outstanding Performance by a Male Actor in a Supporting Role,2024
436,Robert De Niro,Nominee Actor,Outstanding Performance by a Cast in a Motion Picture,2024
437,Robert De Niro,Winner Life Achievement Award,None,2020
438,Robert De Niro,Nominee Actor,Outstanding Performance by a Cast in a Motion Picture,2020
439,Robert De Niro,Nominee Actor,Outstanding Performance by a Male Actor in a Television Movie or Limited Series,2018
440,Robert De Niro,Winner Taormina Arte Award,None,2010
441,Robert De Niro,Nominee TFCA Award,Outstanding Supporting Performance,2023
442,Robert De Niro,Winner Career Golden Lion,None,1993
443,Robert De Niro,Nominee Golden Lion,Best Film,1993
444,Robert De Niro,Winner Golden Phoenix,Best Actor,1981
445,Robert De Niro,Winner Britannia Award,Excellence in Film,2009
446,Robert De Niro,Nominee VFCC Award,Best Supporting Male Actor,2024
447,Robert De Niro,Winner Honorary Heart of Sarajevo,None,2016
448,Robert De Niro,Winner Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero),1986
449,Robert De Niro,Winner Sant Jordi,Best Performance in a Foreign Film (Mejor Interpretación en Película Extranjera),1978
450,Robert De Niro,Nominee PFCS Award,Best Actor in a Supporting Role,2012
451,Robert De Niro,Nominee PFCS Award,Best Ensemble Acting,2012
452,Robert De Niro,Nominee Chainsaw Award,Best Actor,1994
453,Robert De Niro,Winner Capri Ensemble Cast Award,None,2012
454,Robert De Niro,Winner MINY,Honoree,2012
455,Robert De Niro,Nominee COFCA Award,Best Ensemble,2013
456,Robert De Niro,Nominee AFCA Award,Best Supporting Actor,2024
457,Robert De Niro,Nominee WAFCA Award,Best Actor,2019
458,Robert De Niro,Winner Lifetime Achievement Award,None,2006
459,Robert De Niro,Winner Muse Award,None,1993
460,Robert De Niro,Winner Best Actor,None,1978
461,Robert De Niro,Nominee NTFCA Award,Best Supporting Actor,2023
462,Robert De Niro,Nominee NTFCA Award,Best Actor,2019
463,Robert De Niro,Nominee SLFCA Award,Best Director,2006
464,Robert De Niro,Nominee EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest,2017
465,Robert De Niro,Nominee EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest,2008
466,Robert De Niro,Nominee DFCS Award,Best Actor,2019
467,Robert De Niro,Winner DFCS Award,Best Supporting Actor,2012
468,Robert De Niro,Nominee IFJA Award,Best Supporting Performance,2023
469,Robert De Niro,Nominee IFJA Award,Best Actor,2019
470,Robert De Niro,Nominee DFCC,Best Actor,2019
471,Robert De Niro,Nominee IFC Award,Best Supporting Actor,2013
472,Robert De Niro,Nominee DFCS Award,"Best Supporting Performance by an Actor, Male",2024
473,Robert De Niro,Nominee DFCS Award,Best Supporting Actor,2013
474,Robert De Niro,Nominee Jupiter Award,Best International Actor,2016
475,Robert De Niro,Winner Jupiter Award,Best International Actor,1993
476,Robert De Niro,Nominee Jupiter Award,Best International Actor,1989
477,Robert De Niro,Nominee Jupiter Award,Best International Actor,1988
478,Robert De Niro,Nominee Jupiter Award,Best International Actor,1986
479,Robert De Niro,Nominee CinEuphoria,Best Supporting Actor - International Competition,2020
480,Robert De Niro,Winner CinEuphoria,Career - Honorary Award,2019
481,Robert De Niro,Nominee GAFCA Award,Best Supporting Actor,2013
482,Robert De Niro,Nominee HFCS Award,Best Supporting Actor,2024
483,Robert De Niro,Nominee OFTA Film Award,Best Supporting Actor,2024
484,Robert De Niro,Winner OFTA Film Hall of Fame,Character,2021
485,Robert De Niro,Nominee OFTA Film Award,Best Ensemble,2020
486,Robert De Niro,Nominee OFTA Film Award,Best Picture,2020
487,Robert De Niro,Nominee OFTA Television Award,Best Actor in a Motion Picture or Limited Series,2017
488,Robert De Niro,Nominee ACCA,Best Motion Picture,2020
489,Robert De Niro,Nominee ACCA,Best Actor in a Supporting Role,2012
490,Robert De Niro,Nominee ACCA,Best Cast Ensemble,2012
491,Robert De Niro,Nominee ACCA,Best Cast Ensemble,1995
492,Robert De Niro,Nominee ACCA,Best Actor in a Leading Role,1991
493,Robert De Niro,Nominee Golden Schmoes,Best Supporting Actor of the Year,2024
494,Robert De Niro,Nominee Golden Schmoes,Best Supporting Actor of the Year,2012
495,Robert De Niro,Nominee INOCA,Best Supporting Actor,2024
496,Robert De Niro,Nominee INOCA,Best Ensemble Cast,2024
497,Robert De Niro,Winner BEFTTA Award,Best Actor,1978
498,Robert De Niro,Nominee ICP Award,Best Supporting Actor,2019
499,Robert De Niro,Nominee ICP Award,Best Supporting Performance,2012
500,Robert De Niro,Nominee NCFCA Award,Best Supporting Actor,2024
501,Robert De Niro,Nominee PCC Award,Best Actor,2019
502,Robert De Niro,Nominee Gold Derby Film Award,Ensemble Cast,2024
503,Robert De Niro,Nominee Gold Derby Film Award,Ensemble Cast,2020
504,Robert De Niro,Nominee Gold Derby Film Award,Motion Picture,2020
505,Robert De Niro,Nominee Gold Derby Film Award,Ensemble of the Decade,2020
506,Robert De Niro,Nominee Gold Derby TV Award,TV Movie/Mini Lead Actor,2017
507,Robert De Niro,Winner Kennedy Center Honors,None,2009
508,Robert De Niro,Winner Movies for Grownups Award,Best Supporting Actor,2024
509,Robert De Niro,Nominee Movies for Grownups Award,Best Actor,2020
510,Robert De Niro,Nominee Movies for Grownups Award,Best Supporting Actor,2016
511,Robert De Niro,Nominee Movies for Grownups Award,Best Supporting Actor,2013
512,Robert De Niro,Nominee Movies for Grownups Award,Best Actor,2010
513,Robert De Niro,Winner Yoga Award,Worst Foreign Actor,2009
514,Robert De Niro,Nominee Felix,Best Actor,2012
515,Robert De Niro,Nominee AACTA International Award,Best Supporting Actor in Film,2024
516,Robert De Niro,Nominee AACTA International Award,Best Lead Actor,2020
517,Robert De Niro,Winner AACTA International Award,Best Supporting Actor,2013
518,Robert De Niro,Winner Black Reel,Outstanding TV Movie/Limited Series,2019
519,Robert De Niro,Nominee HFCS Award,Best Supporting Actor,2024
520,Robert De Niro,Nominee HFCS Award,Best Actor,2020
521,Robert De Niro,Winner National Film and Television Award,Best Performance in a Movie,2019
522,Robert De Niro,Nominee MCFCA Award,Best Supporting Actor,2024
523,Robert De Niro,Nominee LEJA Award,Best Supporting Actor,2024
524,Robert De Niro,Nominee LEJA Award,Best Picture,2020
525,Robert De Niro,Nominee LEJA Award,Best Picture,2019
526,Robert De Niro,Nominee HCA Award,Best Visual Effects or Animated Performance,2020
527,Robert De Niro,Nominee DFCA Award,Best Supporting Actor,2024
528,Robert De Niro,Nominee DFCA Award,Best Film Actor,2019
529,Robert De Niro,Nominee CIC Award,Best Studio Film,2020
530,Robert De Niro,Nominee COFCA Award,Best Supporting Performance,2024
531,Robert De Niro,Nominee COFCA Award,Best Actor,2020
532,Robert De Niro,Nominee SFCS Award,Best Supporting Actor,2024
533,Robert De Niro,Nominee SFCS Award,Villain of the Year,2024
534,Robert De Niro,Nominee SFCS Award,Best Actor,2019
535,Robert De Niro,Nominee PCA Award,Best Actor in a Supporting Role,2024
536,Robert De Niro,Nominee MMCG Award,Best Supporting Actor,2023
537,Kevin Spacey,Winner Oscar,Best Actor in a Leading Role,2000
538,Kevin Spacey,Winner Oscar,Best Actor in a Supporting Role,1996
539,Kevin Spacey,Nominee Saturn Award,Best Actor,2002
540,Kevin Spacey,Nominee Saturn Award,Best Supporting Actor,1993
541,Kevin Spacey,Nominee American Comedy Award,Funniest Actor in a Motion Picture (Leading Role),2000
542,Kevin Spacey,Nominee Blockbuster Entertainment Award,Favorite Actor - Drama/Romance,2001
543,Kevin Spacey,Nominee Blockbuster Entertainment Award,Favorite Actor - Drama,2000
544,Kevin Spacey,Nominee BSFC Award,Best Actor,1999
545,Kevin Spacey,Winner BSFC Award,Best Supporting Actor,1997
546,Kevin Spacey,Winner BSFC Award,Best Supporting Actor,1995
547,Kevin Spacey,Nominee BAFTA Games Award,Best Performer,2015
548,Kevin Spacey,Nominee BAFTA Film Award,Best Performance by an Actor in a Leading Role,2002
549,Kevin Spacey,Winner BAFTA Film Award,Best Performance by an Actor in a Leading Role,2000
550,Kevin Spacey,Nominee BAFTA Film Award,Best Performance by an Actor in a Leading Role,1998
551,Kevin Spacey,Winner Critics Choice Award,Best Supporting Actor,1996
552,Kevin Spacey,Winner CFCA Award,Best Actor,2000
553,Kevin Spacey,Nominee CFCA Award,Best Supporting Actor,1998
554,Kevin Spacey,Winner CFCA Award,Best Supporting Actor,1996
555,Kevin Spacey,Winner Maverick Tribute Award,None,1998
556,Kevin Spacey,Winner DFWFCA Award,Best Actor,2000
557,Kevin Spacey,Winner DFWFCA Award,Best Supporting Actor,1996
558,Kevin Spacey,Nominee Primetime Emmy,Outstanding Lead Actor in a Drama Series,2017
559,Kevin Spacey,Nominee Primetime Emmy,Outstanding Drama Series,2017
560,Kevin Spacey,Nominee Primetime Emmy,Outstanding Lead Actor in a Drama Series,2016
561,Kevin Spacey,Nominee Primetime Emmy,Outstanding Drama Series,2016
562,Kevin Spacey,Nominee Primetime Emmy,Outstanding Lead Actor in a Drama Series,2015
563,Kevin Spacey,Winner FFCC Award,Best Actor,2000
564,Kevin Spacey,Winner Golden Apple,Male Star of the Year,2001
565,Kevin Spacey,Winner Golden Camera,Best International Actor,2015
566,Kevin Spacey,Winner Golden Globe,Best Performance by an Actor in a Television Series - Drama,2015
567,Kevin Spacey,Nominee Golden Globe,Best Performance by an Actor in a Television Series - Drama,2014
568,Kevin Spacey,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,2011
569,Kevin Spacey,Nominee Golden Globe,Best Miniseries or Motion Picture Made for Television,2009
570,Kevin Spacey,Nominee Golden Globe,Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television,2009
571,Kevin Spacey,Nominee Satellite Award,"Best Actor in a Series, Drama",2014
572,Kevin Spacey,Nominee Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television,2008
573,Kevin Spacey,Nominee Golden Satellite Award,"Best Performance by an Actor in a Motion Picture, Drama",2000
574,Kevin Spacey,Nominee Gotham Independent Film Award,Best Ensemble Performance,2011
575,Kevin Spacey,Nominee Grammy,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",2006
576,Kevin Spacey,Winner Robert Altman Award,None,2012
577,Kevin Spacey,Nominee Independent Spirit Award,Best Male Lead,1996
578,Kevin Spacey,Winner KCFCC Award,Best Actor,1999
579,Kevin Spacey,Winner Sierra Award,Best Actor,2000
580,Kevin Spacey,Winner ALFS Award,Actor of the Year,2000
581,Kevin Spacey,Winner Special Achievement Award,None,1998
582,Kevin Spacey,Nominee LAFCA Award,Best Supporting Actor,1997
583,Kevin Spacey,Nominee LAFCA Award,Best Supporting Actor,1995
584,Kevin Spacey,Nominee Golden Nymph,Outstanding Actor in a Drama TV Series,2015
585,Kevin Spacey,Nominee Golden Nymph,Outstanding Actor in a Drama Series,2014
586,Kevin Spacey,Nominee Golden Nymph,Television Films - Best Performance by an Actor,2009
587,Kevin Spacey,Winner MTV Movie Award,Best Villain,1996
588,Kevin Spacey,Winner NBR Award,Best Supporting Actor,1995
589,Kevin Spacey,Winner NBR Award,Best Acting by an Ensemble,1995
590,Kevin Spacey,Nominee NSFC Award,Best Actor,2000
591,Kevin Spacey,Nominee NSFC Award,Best Supporting Actor,1998
592,Kevin Spacey,Nominee NSFC Award,Best Supporting Actor,1996
593,Kevin Spacey,Winner NYFCC Award,Best Supporting Actor,1995
594,Kevin Spacey,Winner OFCS Award,Best Actor,2000
595,Kevin Spacey,Winner Sonny Bono Visionary Award,None,2005
596,Kevin Spacey,Nominee People,Favorite Premium Series Actor,2017
597,Kevin Spacey,Nominee PGA Award,"Outstanding Producer of Episodic Television, Drama",2017
598,Kevin Spacey,Nominee PGA Award,"Outstanding Producer of Episodic Television, Drama",2016
599,Kevin Spacey,Nominee PGA Award,"Outstanding Producer of Episodic Television, Drama",2015
600,Kevin Spacey,Nominee PGA Award,"Outstanding Producer of Episodic Television, Drama",2014
601,Kevin Spacey,Nominee PGA Award,Outstanding Producer of Long-Form Television,2009
602,Kevin Spacey,Winner Golden Aries,Best Foreign Actor,2000
603,Kevin Spacey,Winner SDFCS Award,Best Actor,1999
604,Kevin Spacey,Winner Peter J,None,2002
605,Kevin Spacey,Nominee Actor,Outstanding Performance by a Male Actor in a Drama Series,2017
606,Kevin Spacey,Nominee Actor,Outstanding Performance by an Ensemble in a Drama Series,2016
607,Kevin Spacey,Winner Actor,Outstanding Performance by a Male Actor in a Drama Series,2016
608,Kevin Spacey,Winner Actor,Outstanding Performance by a Male Actor in a Drama Series,2015
609,Kevin Spacey,Nominee Actor,Outstanding Performance by an Ensemble in a Drama Series,2015
610,Kevin Spacey,Winner Golden Space Needle Award,Best Actor,1995
611,Kevin Spacey,Winner Special Award,Best Ensemble,2008
612,Kevin Spacey,Winner STFC Award,Best Supporting Actor,1997
613,Kevin Spacey,Winner STFC Award,Best Supporting Actor,1995
614,Kevin Spacey,Winner SEFCA Award,Best Actor,2000
615,Kevin Spacey,Winner Tribute to Independent Vision Award,None,2000
616,Kevin Spacey,Nominee Teen Choice Award,Movies - Choice Sleazebag,2006
617,Kevin Spacey,Winner TFCA Award,"Best Performance, Male",1999
618,Kevin Spacey,Nominee TV Guide Award,Favorite Actor,2014
619,Kevin Spacey,Winner Best Actor,None,1992
620,Kevin Spacey,Winner Star on the Walk of Fame,Motion Picture,1999
621,Kevin Spacey,Winner Role Model Award,None,2002
622,Kevin Spacey,Winner Film Excellence Award,None,1999
623,Kevin Spacey,Nominee Empire Award,Best Actor,2001
624,Kevin Spacey,Winner Empire Award,Best Actor,1998
625,Kevin Spacey,Nominee PFCS Award,Best Ensemble Acting,2011
626,Kevin Spacey,Winner Chlotrudis Award,Best Actor,2000
627,Kevin Spacey,Winner Chlotrudis Award,Best Supporting Actor,1998
628,Kevin Spacey,Winner Chlotrudis Award,Best Supporting Actor,1996
629,Kevin Spacey,Winner Chainsaw Award,Best Supporting Actor,1996
630,Kevin Spacey,Nominee COFCA Award,Best Ensemble,2012
631,Kevin Spacey,Winner EDA Special Mention Award,Hall of Shame,2018
632,Kevin Spacey,Nominee IFJA Award,Best Supporting Actor,2016
633,Kevin Spacey,Nominee Critics,Best Actor in a Drama Series,2016
634,Kevin Spacey,Nominee Critics,Best Actor in a Drama Series,2013
635,Kevin Spacey,Winner Webby Award,Special Achievement,2013
636,Kevin Spacey,Nominee IGN Award,Best TV Villain,2014
637,Kevin Spacey,Nominee IGN Award,Best TV Actor,2013
638,Kevin Spacey,Winner Jupiter Award,Best International Actor,2001
639,Kevin Spacey,Nominee Dorian Award,TV Performance of the Year - Actor,2015
640,Kevin Spacey,Nominee Dorian Award,TV Performance of the Year - Actor,2014
