,Actor,Movie,Year,Genre,Rating
608,Kate Winslet,Flutsch und weg,2006,"['Animation', 'Action', 'Adventure']",6.6
609,Kate Winslet,Das Spiel der Macht,2006,"['Drama', 'Thriller']",6.1
610,Kate Winslet,Little Children,2006,"['Drama', 'Romance']",7.5
611,Kate Winslet,Romance & Cigarettes,2005,"['Comedy', 'Musical', 'Romance']",6.2
612,Kate Winslet,Wenn Träume fliegen lernen,2004,"['Biography', 'Drama', 'Family']",7.7
613,Kate Winslet,Vergiss mein nicht,2004,"['Drama', 'Romance', 'Sci-Fi']",8.3
614,Kate Winslet,Plunge: The Movie,2003,['Drama'],6.2
615,Kate Winslet,Das Leben des David Gale,2003,"['Crime', 'Drama', 'Mystery']",7.5
616,Kate Winslet,Iris,2001,"['Biography', 'Drama', 'Romance']",7.0
617,Kate Winslet,Ein Weihnachtsmärchen,2001,"['Animation', 'Family', 'Fantasy']",5.4
618,Kate Winslet,Enigma - Das Geheimnis,2001,"['Drama', 'Mystery', 'Romance']",6.4
619,Kate Winslet,Quills - Macht der Besessenheit,2000,"['Biography', 'Drama']",7.2
620,Kate Winslet,Holy Smoke!,1999,"['Comedy', 'Drama']",5.9
621,Kate Winslet,Entführung ins Elfenreich,1999,"['Animation', 'Adventure', 'Family']",5.4
622,Kate Winslet,Marrakesch,1998,"['Adventure', 'Drama', 'Romance']",6.0
623,Kate Winslet,Titanic,1997,"['Drama', 'Romance']",7.9
624,Kate Winslet,Hamlet,1996,['Drama'],7.7
625,Kate Winslet,Herzen in Aufruhr,1996,"['Drama', 'Romance']",6.9
626,Kate Winslet,Sinn und Sinnlichkeit,1995,"['Drama', 'Romance']",7.7
627,Kate Winslet,Knightskater - Ritter auf Rollerblades,1995,"['Adventure', 'Comedy', 'Family']",4.7
628,Kate Winslet,Heavenly Creatures,1994,"['Biography', 'Crime', 'Drama']",7.3
629,Christian Bale,Der Junge und der Reiher,2023,"['Animation', 'Adventure', 'Drama']",7.6
630,Christian Bale,Der denkwürdige Fall des Mr Poe,2022,"['Crime', 'Horror', 'Mystery']",6.6
631,Christian Bale,Amsterdam,2022,"['Comedy', 'Drama', 'History']",6.1
632,Christian Bale,Thor: Love and Thunder,2022,"['Action', 'Adventure', 'Comedy']",6.2
633,Christian Bale,Le Mans 66 - Gegen jede Chance,2019,"['Action', 'Biography', 'Drama']",8.1
634,Christian Bale,Vice - Der zweite Mann,2018,"['Biography', 'Comedy', 'Drama']",7.2
635,Christian Bale,Mogli: Legende des Dschungels,2018,"['Adventure', 'Drama', 'Fantasy']",6.5
636,Christian Bale,Feinde - Hostiles,2017,"['Drama', 'Western']",7.2
637,Christian Bale,The Promise: Die Erinnerung bleibt,2016,"['Action', 'Adventure', 'Drama']",6.1
638,Christian Bale,The Big Short,2015,"['Biography', 'Comedy', 'Drama']",7.8
639,Christian Bale,Knight of Cups,2015,"['Drama', 'Fantasy', 'Romance']",5.6
640,Christian Bale,Exodus: Götter und Könige,2014,"['Action', 'Adventure', 'Drama']",6.0
641,Christian Bale,American Hustle,2013,"['Crime', 'Drama']",7.2
642,Christian Bale,Auge um Auge - Out of the Furnace,2013,"['Action', 'Crime', 'Drama']",6.7
643,Christian Bale,The Dark Knight Rises,2012,"['Action', 'Drama', 'Thriller']",8.4
644,Christian Bale,The Flowers of War,2011,"['Drama', 'History', 'Romance']",7.5
645,Christian Bale,The Fighter,2010,"['Action', 'Biography', 'Drama']",7.8
646,Christian Bale,Public Enemies,2009,"['Action', 'Biography', 'Crime']",7.0
647,Christian Bale,Terminator: Die Erlösung,2009,"['Action', 'Adventure', 'Sci-Fi']",6.5
648,Christian Bale,The Dark Knight,2008,"['Action', 'Crime', 'Drama']",9.0
649,Christian Bale,I'm Not There,2007,"['Biography', 'Drama', 'Music']",6.8
650,Christian Bale,Todeszug nach Yuma,2007,"['Action', 'Crime', 'Drama']",7.6
651,Christian Bale,Prestige - Die Meister der Magie,2006,"['Drama', 'Mystery', 'Sci-Fi']",8.5
652,Christian Bale,Rescue Dawn,2006,"['Adventure', 'Biography', 'War']",7.3
653,Christian Bale,The New World,2005,"['Biography', 'Drama', 'History']",6.7
654,Christian Bale,Batman Begins,2005,"['Action', 'Crime', 'Drama']",8.2
655,Christian Bale,Harsh Times - Leben am Limit,2005,"['Action', 'Crime', 'Drama']",6.8
656,Christian Bale,Das wandelnde Schloss,2004,"['Animation', 'Adventure', 'Family']",8.2
657,Christian Bale,Der Maschinist,2004,"['Drama', 'Thriller']",7.6
658,Christian Bale,Equilibrium,2002,"['Action', 'Drama', 'Sci-Fi']",7.3
659,Christian Bale,Die Herrschaft des Feuers,2002,"['Action', 'Adventure', 'Fantasy']",6.2
660,Christian Bale,Laurel Canyon,2002,['Drama'],6.4
661,Christian Bale,Corellis Mandoline,2001,"['Drama', 'Music', 'Romance']",5.9
662,Christian Bale,Shaft - Noch Fragen?,2000,"['Action', 'Crime', 'Thriller']",6.0
663,Christian Bale,American Psycho,2000,"['Crime', 'Drama', 'Horror']",7.6
664,Christian Bale,Ein Sommernachtstraum,1999,"['Comedy', 'Fantasy', 'Romance']",6.4
665,Christian Bale,All the Little Animals,1998,"['Adventure', 'Drama', 'Thriller']",6.7
666,Christian Bale,Velvet Goldmine,1998,"['Drama', 'Music']",6.9
667,Christian Bale,Metroland,1997,"['Comedy', 'Drama']",6.3
668,Christian Bale,Der Geheimagent,1996,"['Drama', 'Thriller']",5.6
669,Christian Bale,Portrait of a Lady,1996,"['Drama', 'Romance']",6.2
670,Christian Bale,Pocahontas,1995,"['Animation', 'Adventure', 'Drama']",6.7
671,Christian Bale,Betty und ihre Schwestern,1994,"['Drama', 'Family', 'Romance']",7.3
672,Christian Bale,Prince of Jutland,1994,"['Adventure', 'Drama']",5.4
673,Christian Bale,Swing Kids,1993,"['Drama', 'Music']",6.7
674,Christian Bale,Die Zeitungsjungen,1992,"['Drama', 'Family', 'History']",6.9
675,Christian Bale,Henry V.,1989,"['Biography', 'Drama', 'History']",7.5
676,Christian Bale,Das Reich der Sonne,1987,"['Drama', 'War']",7.7
677,Christian Bale,"Mio, mein Mio",1987,"['Adventure', 'Family', 'Fantasy']",6.3
678,Morgan Freeman,My Dead Friend Zoe,2024,"['Comedy', 'Drama', 'War']",7.6
679,Morgan Freeman,57 Seconds,2023,"['Sci-Fi', 'Thriller']",5.4
680,Morgan Freeman,A Good Person,2023,['Drama'],7.1
681,Morgan Freeman,The Ritual Killer,2023,"['Crime', 'Mystery', 'Thriller']",4.3
682,Morgan Freeman,The Minute you wake up dead,2022,"['Drama', 'Mystery', 'Thriller']",4.5
683,Morgan Freeman,Paradise Highway,2022,"['Crime', 'Drama', 'Thriller']",5.7
684,Morgan Freeman,Killer's Bodyguard 2,2021,"['Action', 'Comedy', 'Crime']",6.1
685,Morgan Freeman,Vanquish,2021,"['Action', 'Thriller']",3.0
686,Morgan Freeman,Der Prinz aus Zamunda 2,2021,"['Comedy', 'Music']",5.3
687,Morgan Freeman,Kings of Hollywood,2020,"['Comedy', 'Crime']",5.7
688,Keanu Reeves,John Wick: Kapitel 4,2023,"['Action', 'Crime', 'Thriller']",7.7
689,Keanu Reeves,DC League of Super-Pets,2022,"['Animation', 'Action', 'Adventure']",7.1
690,Keanu Reeves,Matrix Resurrections,2021,"['Action', 'Sci-Fi']",5.7
691,Keanu Reeves,Bill & Ted retten das Universum,2020,"['Adventure', 'Comedy', 'Music']",5.9
692,Keanu Reeves,SpongeBob Schwammkopf: Eine schwammtastische Rettung,2020,"['Animation', 'Adventure', 'Comedy']",5.9
693,Keanu Reeves,Zwischen zwei Farnen: Der Film,2019,['Comedy'],6.1
694,Keanu Reeves,A Toy Story: Alles hört auf kein Kommando,2019,"['Animation', 'Adventure', 'Comedy']",7.7
695,Keanu Reeves,Always Be My Maybe,2019,"['Comedy', 'Romance']",6.7
696,Keanu Reeves,John Wick: Kapitel 3,2019,"['Action', 'Crime', 'Thriller']",7.4
697,Keanu Reeves,Replicas,2018,"['Action', 'Drama', 'Sci-Fi']",5.5
698,Keanu Reeves,Destination Wedding,2018,"['Comedy', 'Drama', 'Romance']",6.0
699,Keanu Reeves,Siberia - Tödliche Nähe,2018,"['Crime', 'Drama', 'Romance']",4.3
700,Keanu Reeves,Career Day mit Hindernissen,2017,"['Comedy', 'Drama']",4.8
701,Keanu Reeves,John Wick: Kapitel 2,2017,"['Action', 'Crime', 'Thriller']",7.4
702,Keanu Reeves,To the Bone,2017,['Drama'],6.8
703,Keanu Reeves,The Bad Batch,2016,"['Action', 'Horror', 'Mystery']",5.2
704,Keanu Reeves,The Neon Demon,2016,"['Horror', 'Thriller']",6.1
705,Keanu Reeves,Lügenspiel,2016,"['Crime', 'Drama', 'Mystery']",6.2
706,Keanu Reeves,Keanu,2016,"['Action', 'Comedy', 'Crime']",6.2
707,Keanu Reeves,Exposed: Blutige Offenbarung,2016,"['Crime', 'Drama', 'Mystery']",4.3
708,Keanu Reeves,Knock Knock,2015,"['Crime', 'Thriller']",4.9
709,Keanu Reeves,John Wick,2014,"['Action', 'Crime', 'Thriller']",7.4
710,Keanu Reeves,47 Ronin,2013,"['Action', 'Drama', 'Fantasy']",6.2
711,Keanu Reeves,Man of Tai Chi,2013,"['Action', 'Drama']",6.0
712,Keanu Reeves,Threesome - Eine Nacht in New York,2012,['Drama'],3.9
713,Keanu Reeves,Henry & Julie - Der Gangster und die Diva,2010,"['Comedy', 'Crime', 'Drama']",5.9
714,Keanu Reeves,Pippa Lee,2009,"['Comedy', 'Drama', 'Romance']",6.3
715,Keanu Reeves,"Der Tag, an dem die Erde stillstand",2008,"['Adventure', 'Drama', 'Sci-Fi']",5.5
716,Keanu Reeves,Street Kings,2008,"['Action', 'Crime', 'Thriller']",6.8
717,Keanu Reeves,Das Haus am See,2006,"['Drama', 'Fantasy', 'Romance']",6.8
718,Keanu Reeves,A Scanner Darkly - Der dunkle Schirm,2006,"['Animation', 'Comedy', 'Crime']",7.0
719,Keanu Reeves,Constantine,2005,"['Action', 'Fantasy', 'Horror']",7.0
720,Keanu Reeves,Thumbsucker - Bleib wie du bist!,2005,"['Comedy', 'Drama']",6.5
721,Keanu Reeves,Elli Parker - Schauspielerin,2005,"['Comedy', 'Drama']",5.6
722,Keanu Reeves,Was das Herz begehrt,2003,"['Comedy', 'Drama', 'Romance']",6.7
723,Keanu Reeves,Matrix Revolutions,2003,"['Action', 'Sci-Fi']",6.7
724,Keanu Reeves,Matrix Reloaded,2003,"['Action', 'Sci-Fi']",7.2
725,Keanu Reeves,Hardball,2001,"['Comedy', 'Drama', 'Sport']",6.4
726,Keanu Reeves,Sweet November - Eine Liebe im Herbst,2001,"['Drama', 'Romance']",6.7
727,Keanu Reeves,The Gift - Die dunkle Gabe,2000,"['Drama', 'Fantasy', 'Horror']",6.7
728,Keanu Reeves,The Watcher,2000,"['Crime', 'Drama', 'Mystery']",5.3
729,Keanu Reeves,Helden aus der zweiten Reihe,2000,"['Comedy', 'Sport']",6.6
730,Keanu Reeves,Me and Will,1999,['Drama'],5.1
731,Keanu Reeves,Matrix,1999,"['Action', 'Sci-Fi']",8.7
732,Keanu Reeves,Im Auftrag des Teufels,1997,"['Drama', 'Fantasy', 'Mystery']",7.5
733,Keanu Reeves,Wie ich zum ersten Mal Selbstmord beging,1997,"['Biography', 'Drama', 'Romance']",5.5
734,Keanu Reeves,Minnesota,1996,"['Comedy', 'Crime', 'Drama']",5.4
735,Keanu Reeves,Außer Kontrolle,1996,"['Action', 'Drama', 'Sci-Fi']",5.6
736,Keanu Reeves,Dem Himmel so nah,1995,"['Drama', 'Romance']",6.7
737,Keanu Reeves,Vernetzt - Johnny Mnemonic,1995,"['Action', 'Drama', 'Sci-Fi']",5.6
738,Keanu Reeves,Speed,1994,"['Action', 'Adventure', 'Thriller']",7.3
739,Keanu Reeves,Little Buddha,1993,['Drama'],6.1
740,Keanu Reeves,Cowgirl Blues,1993,"['Comedy', 'Drama', 'Romance']",4.3
741,Keanu Reeves,Viel Lärm um nichts,1993,"['Comedy', 'Drama', 'Romance']",7.3
742,Keanu Reeves,Freaked Monstrum,1993,"['Comedy', 'Sci-Fi']",6.4
743,Keanu Reeves,Bram Stokers Dracula,1992,"['Fantasy', 'Horror', 'Romance']",7.4
744,Keanu Reeves,My Private Idaho,1991,['Drama'],7.0
745,Keanu Reeves,Bill & Teds verrückte Reise in die Zukunft,1991,"['Adventure', 'Comedy', 'Fantasy']",6.3
746,Keanu Reeves,Gefährliche Brandung,1991,"['Action', 'Crime', 'Thriller']",7.3
747,Keanu Reeves,Providence,1991,['Drama'],5.3
748,Keanu Reeves,Julia und ihre Liebhaber,1990,"['Comedy', 'Romance']",6.1
749,Keanu Reeves,Ich liebe Dich zu Tode,1990,"['Comedy', 'Crime']",6.4
750,Keanu Reeves,Eine Wahnsinnsfamilie,1989,"['Comedy', 'Drama']",7.1
751,Keanu Reeves,Bill & Teds verrückte Reise durch die Zeit,1989,"['Adventure', 'Comedy', 'Music']",6.9
752,Keanu Reeves,Gefährliche Liebschaften,1988,"['Drama', 'Romance']",7.5
753,Keanu Reeves,Der Prinz von Pennsylvania,1988,"['Comedy', 'Drama']",5.6
754,Keanu Reeves,The Last Song,1988,"['Drama', 'Music', 'Romance']",6.3
755,Keanu Reeves,Eine verrückte Reise durch die Nacht,1988,['Comedy'],6.1
756,Keanu Reeves,Das Messer am Ufer,1986,"['Crime', 'Drama']",6.9
757,Keanu Reeves,Träume werden wahr,1986,"['Drama', 'Romance', 'Sport']",5.1
758,Keanu Reeves,Bodycheck,1986,"['Drama', 'Romance', 'Sport']",6.2
759,Nicolas Cage,Longlegs,2024,"['Crime', 'Horror', 'Thriller']",8.2
760,Nicolas Cage,The Surfer,2024,['Thriller'],6.9
761,Nicolas Cage,Arcadian,2024,"['Action', 'Horror', 'Thriller']",5.5
762,Nicolas Cage,The Retirement Plan,2023,"['Action', 'Comedy', 'Crime']",5.1
763,Nicolas Cage,Dream Scenario,2023,"['Comedy', 'Drama', 'Fantasy']",6.9
764,Nicolas Cage,Sympathy for the devil,2023,"['Action', 'Thriller']",5.5
765,Nicolas Cage,The Flash,2023,"['Action', 'Adventure', 'Fantasy']",6.7
766,Nicolas Cage,Renfield,2023,"['Action', 'Comedy', 'Fantasy']",6.4
767,Nicolas Cage,The Old Way,2023,"['Action', 'Drama', 'Western']",5.5
768,Nicolas Cage,Butcher's Crossing,2022,"['Adventure', 'Drama', 'Western']",5.6
769,Nicolas Cage,Massive Talent,2022,"['Action', 'Comedy', 'Crime']",7.0
770,Nicolas Cage,Pig,2021,"['Drama', 'Mystery']",6.9
771,Nicolas Cage,Willy's Wonderland,2021,"['Action', 'Comedy', 'Horror']",5.5
772,Nicolas Cage,Prisoners of the Ghostland,2021,"['Fantasy', 'Horror', 'Thriller']",4.2
773,Nicolas Cage,Die Croods - Alles auf Anfang,2020,"['Animation', 'Adventure', 'Comedy']",6.9
774,Nicolas Cage,Jiu Jitsu,2020,"['Action', 'Sci-Fi', 'Thriller']",2.9
775,Nicolas Cage,Grand Isle,2019,"['Crime', 'Mystery', 'Thriller']",4.7
776,Nicolas Cage,Primal,2019,"['Action', 'Thriller']",4.9
777,Nicolas Cage,Kill Chain,2019,"['Action', 'Thriller']",5.0
778,Nicolas Cage,Running with the Devil,2019,"['Crime', 'Drama', 'Thriller']",5.4
779,Nicolas Cage,Die Farbe aus dem All,2019,"['Horror', 'Mystery', 'Sci-Fi']",6.2
780,Nicolas Cage,A Score to Settle,2019,"['Action', 'Crime', 'Drama']",4.8
781,Nicolas Cage,Spider-Man: A New Universe,2018,"['Animation', 'Action', 'Adventure']",8.4
782,Nicolas Cage,Between Worlds,2018,"['Fantasy', 'Mystery', 'Thriller']",3.9
783,Nicolas Cage,Teen Titans GO! to the Movies,2018,"['Animation', 'Action', 'Adventure']",6.7
784,Nicolas Cage,211 - Cops Under Fire,2018,"['Action', 'Drama', 'Horror']",4.4
785,Nicolas Cage,The Watcher - Willkommen im Motor Way Motel,2018,"['Mystery', 'Thriller']",4.7
786,Nicolas Cage,Mandy,2018,"['Action', 'Fantasy', 'Horror']",6.5
787,Nicolas Cage,Dark,2017,"['Drama', 'Thriller']",6.0
788,Nicolas Cage,The Humanity Bureau - Flucht aus New America,2017,"['Sci-Fi', 'Thriller']",4.5
789,Nicolas Cage,Mom and Dad,2017,"['Comedy', 'Horror', 'Thriller']",5.6
790,Nicolas Cage,Tödliches Verlangen,2017,"['Drama', 'Thriller']",5.2
791,Nicolas Cage,Vengeance - Pfad der Vergeltung,2017,"['Action', 'Adventure', 'Crime']",5.2
792,Nicolas Cage,Arsenal,2017,"['Action', 'Crime', 'Thriller']",4.0
793,Nicolas Cage,Army of One: Ein Mann auf göttlicher Mission,2016,"['Biography', 'Comedy', 'Crime']",5.2
794,Nicolas Cage,USS Indianapolis: Men of Courage,2016,"['Action', 'Drama', 'History']",5.3
795,Nicolas Cage,Snowden,2016,"['Biography', 'Crime', 'Drama']",7.3
796,Nicolas Cage,Dog Eat Dog,2016,"['Action', 'Crime', 'Thriller']",4.8
797,Nicolas Cage,The Trust: Big Trouble in Sin City,2016,"['Action', 'Crime', 'Mystery']",5.5
798,Nicolas Cage,Pay the Ghost,2015,"['Horror', 'Mystery']",5.2
799,Nicolas Cage,Der Kandidat - Macht hat Ihren Preis,2015,['Drama'],4.7
800,Nicolas Cage,Dying of the Light: Jede Minute zählt,2014,"['Action', 'Drama', 'Thriller']",4.5
801,Nicolas Cage,Left Behind,2014,"['Action', 'Fantasy', 'Sci-Fi']",3.1
802,Nicolas Cage,Outcast - Die letzten Tempelritter,2014,"['Action', 'Adventure', 'Thriller']",4.6
803,Nicolas Cage,Tokarev,2014,"['Action', 'Thriller']",5.0
804,Nicolas Cage,Joe - Die Rache ist sein,2013,"['Crime', 'Drama', 'Thriller']",6.8
805,Nicolas Cage,Die Croods,2013,"['Animation', 'Adventure', 'Comedy']",7.1
806,Nicolas Cage,Frozen Ground,2013,"['Biography', 'Crime', 'Drama']",6.4
807,Nicolas Cage,Stolen,2012,"['Action', 'Crime', 'Thriller']",5.5
808,Nicolas Cage,Ghost Rider: Spirit of Vengeance,2011,"['Action', 'Fantasy', 'Thriller']",4.3
809,Nicolas Cage,Trespass - Auf Leben und Tod,2011,"['Crime', 'Drama', 'Mystery']",5.3
810,Nicolas Cage,Pakt der Rache,2011,"['Action', 'Crime', 'Drama']",6.1
811,Nicolas Cage,Drive Angry,2011,"['Action', 'Comedy', 'Fantasy']",5.4
812,Nicolas Cage,Der letzte Tempelritter,2011,"['Action', 'Adventure', 'Fantasy']",5.4
813,Nicolas Cage,Duell der Magier,2010,"['Action', 'Adventure', 'Family']",6.1
814,Nicolas Cage,Kick-Ass,2010,"['Action', 'Comedy', 'Crime']",7.6
815,Nicolas Cage,Astro Boy - Der Film,2009,"['Animation', 'Action', 'Adventure']",6.2
816,Nicolas Cage,Bad Lieutenant - Cop ohne Gewissen,2009,"['Crime', 'Drama', 'Mystery']",6.6
817,Nicolas Cage,G-Force - Agenten mit Biss,2009,"['Animation', 'Action', 'Adventure']",5.1
818,Nicolas Cage,Know1ng - Die Zukunft endet jetzt,2009,"['Action', 'Mystery', 'Sci-Fi']",6.2
819,Nicolas Cage,Bangkok Dangerous,2008,"['Action', 'Crime', 'Thriller']",5.3
820,Nicolas Cage,Das Vermächtnis des geheimen Buches,2007,"['Action', 'Adventure', 'Mystery']",6.5
821,Nicolas Cage,Next,2007,"['Action', 'Sci-Fi', 'Thriller']",6.2
822,Nicolas Cage,Grindhouse,2007,"['Action', 'Horror', 'Thriller']",7.5
823,Nicolas Cage,Ghost Rider,2007,"['Action', 'Fantasy', 'Thriller']",5.3
824,Nicolas Cage,Wicker Man - Ritual des Bösen,2006,"['Horror', 'Mystery', 'Thriller']",3.8
825,Nicolas Cage,World Trade Center,2006,"['Drama', 'History', 'Thriller']",6.0
826,Nicolas Cage,"Lucas, der Ameisenschreck",2006,"['Animation', 'Adventure', 'Comedy']",5.8
827,Nicolas Cage,The Weather Man,2005,"['Comedy', 'Drama']",6.6
828,Nicolas Cage,Lord of War - Händler des Todes,2005,"['Crime', 'Drama']",7.6
829,Nicolas Cage,Das Vermächtnis der Tempelritter,2004,"['Action', 'Adventure', 'Mystery']",6.9
830,Nicolas Cage,Tricks,2003,"['Comedy', 'Crime', 'Drama']",7.3
831,Nicolas Cage,Adaption - Der Orchideen-Dieb,2002,"['Comedy', 'Drama']",7.7
832,Nicolas Cage,Sonny,2002,"['Crime', 'Drama']",5.6
833,Nicolas Cage,Windtalkers,2002,"['Action', 'Drama', 'War']",6.1
834,Nicolas Cage,Ein Weihnachtsmärchen,2001,"['Animation', 'Family', 'Fantasy']",5.4
835,Nicolas Cage,Corellis Mandoline,2001,"['Drama', 'Music', 'Romance']",5.9
836,Nicolas Cage,Family Man,2000,"['Comedy', 'Drama', 'Fantasy']",6.8
837,Nicolas Cage,Nur noch 60 Sekunden,2000,"['Action', 'Crime', 'Thriller']",6.5
838,Nicolas Cage,Bringing Out the Dead - Nächte der Erinnerung,1999,"['Drama', 'Thriller']",6.9
839,Nicolas Cage,8mm: Acht Millimeter,1999,"['Crime', 'Drama', 'Mystery']",6.6
840,Nicolas Cage,Spiel auf Zeit,1998,"['Crime', 'Mystery', 'Thriller']",6.1
841,Nicolas Cage,Stadt der Engel,1998,"['Drama', 'Fantasy', 'Romance']",6.7
842,Nicolas Cage,Im Körper des Feindes,1997,"['Action', 'Crime', 'Sci-Fi']",7.3
843,Nicolas Cage,Con Air,1997,"['Action', 'Crime', 'Thriller']",6.9
844,Nicolas Cage,The Rock: Fels der Entscheidung,1996,"['Action', 'Adventure', 'Thriller']",7.4
845,Nicolas Cage,Leaving Las Vegas: Liebe bis in den Tod,1995,"['Drama', 'Romance']",7.5
846,Nicolas Cage,Kiss of Death,1995,"['Crime', 'Drama', 'Thriller']",5.9
847,Nicolas Cage,Schneesturm im Paradies,1994,"['Adventure', 'Comedy', 'Crime']",5.9
848,Nicolas Cage,2 Millionen Dollar Trinkgeld,1994,"['Comedy', 'Drama', 'Romance']",6.4
849,Nicolas Cage,Tess und ihr Bodyguard,1994,"['Comedy', 'Drama']",6.2
850,Nicolas Cage,Deadfall,1993,"['Crime', 'Drama']",4.0
851,Nicolas Cage,Red Rock West,1993,"['Crime', 'Drama', 'Thriller']",7.0
852,Nicolas Cage,Amos & Andrew - Zwei fast perfekte Chaoten,1993,"['Comedy', 'Crime']",5.7
853,Nicolas Cage,...aber nicht mit meiner Braut - Honeymoon in Vegas,1992,"['Comedy', 'Romance', 'Thriller']",5.9
854,Nicolas Cage,Zandalee - Das sechste Gebot,1991,"['Drama', 'Romance', 'Thriller']",4.3
855,Nicolas Cage,Air Borne - Flügel aus Stahl,1990,"['Action', 'Adventure']",4.7
856,Nicolas Cage,Wild at Heart: Die Geschichte von Sailor und Lula,1990,"['Crime', 'Drama', 'Thriller']",7.2
857,Nicolas Cage,"Zeit zu leben, Zeit zu sterben",1989,"['Drama', 'War']",5.1
858,Nicolas Cage,Vampire's Kiss - Ein beißendes Vergnügen,1988,"['Comedy', 'Crime', 'Fantasy']",6.1
859,Nicolas Cage,Das Highway-Trio,1988,"['Comedy', 'Drama']",4.5
860,Nicolas Cage,Mondsüchtig,1987,"['Comedy', 'Drama', 'Romance']",7.2
861,Nicolas Cage,Arizona Junior,1987,"['Comedy', 'Crime']",7.3
862,Nicolas Cage,Peggy Sue hat geheiratet,1986,"['Comedy', 'Drama', 'Fantasy']",6.4
863,Nicolas Cage,Finish: Endspurt bis zum Sieg,1986,"['Biography', 'Drama', 'Sport']",5.3
864,Nicolas Cage,Birdy,1984,"['Drama', 'War']",7.2
865,Nicolas Cage,Cotton Club,1984,"['Crime', 'Drama', 'Music']",6.5
866,Nicolas Cage,Die Zeit verrinnt - die Navy ruft,1984,"['Comedy', 'Drama', 'Romance']",6.6
867,Nicolas Cage,Rumble Fish,1983,"['Crime', 'Drama', 'Romance']",7.1
868,Nicolas Cage,Valley Girl,1983,"['Comedy', 'Romance']",6.4
869,Nicolas Cage,Outsider: Rebellen ohne Grund,1983,"['Crime', 'Drama']",7.0
870,Nicolas Cage,Ich glaub' ich steh' im Wald,1982,"['Comedy', 'Drama']",7.1
871,Hugh Jackman,The Son,2022,['Drama'],6.4
872,Hugh Jackman,Reminiscence: Die Erinnerung stirbt nie,2021,"['Mystery', 'Romance', 'Sci-Fi']",5.9
873,Hugh Jackman,Free Guy,2021,"['Action', 'Adventure', 'Comedy']",7.1
874,Hugh Jackman,Bad Education,2019,"['Biography', 'Comedy', 'Crime']",7.1
875,Hugh Jackman,Mister Link - Ein fellig verrücktes Abenteuer,2019,"['Animation', 'Adventure', 'Comedy']",6.7
876,Hugh Jackman,Der Spitzenkandidat,2018,"['Biography', 'Drama', 'History']",6.1
877,Hugh Jackman,Greatest Showman,2017,"['Biography', 'Drama', 'Musical']",7.5
878,Hugh Jackman,Logan: The Wolverine,2017,"['Action', 'Drama', 'Sci-Fi']",8.1
879,Hugh Jackman,X-Men: Apocalypse,2016,"['Action', 'Adventure', 'Sci-Fi']",6.9
880,Hugh Jackman,Eddie the Eagle: Alles ist möglich,2015,"['Adventure', 'Biography', 'Comedy']",7.3
881,Hugh Jackman,Pan,2015,"['Action', 'Adventure', 'Comedy']",5.7
882,Hugh Jackman,Chappie,2015,"['Action', 'Crime', 'Drama']",6.8
883,Hugh Jackman,X-Men: Zukunft ist Vergangenheit,2014,"['Action', 'Adventure', 'Sci-Fi']",7.9
884,Hugh Jackman,Prisoners,2013,"['Crime', 'Drama', 'Mystery']",8.2
885,Hugh Jackman,Wolverine: Weg des Kriegers,2013,"['Action', 'Sci-Fi']",6.7
886,Hugh Jackman,Movie 43,2013,['Comedy'],4.3
887,Hugh Jackman,Les Misérables,2012,"['Drama', 'Musical', 'Romance']",7.5
888,Hugh Jackman,Die Hüter des Lichts,2012,"['Animation', 'Action', 'Adventure']",7.2
889,Hugh Jackman,Real Steel - Stahlharte Gegner,2011,"['Action', 'Drama', 'Sci-Fi']",7.1
890,Hugh Jackman,Alles in Butter,2011,"['Comedy', 'Drama']",6.2
891,Hugh Jackman,Der Seidenfächer,2011,"['Drama', 'History']",6.1
892,Hugh Jackman,X-Men: Erste Entscheidung,2011,"['Action', 'Sci-Fi']",7.7
893,Hugh Jackman,X-Men Origins: Wolverine,2009,"['Action', 'Sci-Fi']",6.5
894,Hugh Jackman,Australia,2008,"['Adventure', 'Drama', 'Romance']",6.6
895,Hugh Jackman,Deception - Tödliche Versuchung,2008,"['Crime', 'Drama', 'Mystery']",6.0
896,Hugh Jackman,Happy Feet,2006,"['Animation', 'Adventure', 'Comedy']",6.4
897,Hugh Jackman,Flutsch und weg,2006,"['Animation', 'Action', 'Adventure']",6.6
898,Hugh Jackman,Prestige - Die Meister der Magie,2006,"['Drama', 'Mystery', 'Sci-Fi']",8.5
899,Hugh Jackman,The Fountain,2006,"['Drama', 'Mystery', 'Romance']",7.2
900,Hugh Jackman,Scoop - Der Knüller,2006,"['Comedy', 'Crime', 'Fantasy']",6.6
901,Hugh Jackman,X-Men: Der letzte Widerstand,2006,"['Action', 'Adventure', 'Sci-Fi']",6.6
902,Hugh Jackman,Van Helsing,2004,"['Action', 'Adventure', 'Fantasy']",6.1
903,Hugh Jackman,X-Men 2,2003,"['Action', 'Sci-Fi', 'Thriller']",7.4
904,Hugh Jackman,Kate & Leopold,2001,"['Comedy', 'Fantasy', 'Romance']",6.4
905,Hugh Jackman,Passwort: Swordfish,2001,"['Action', 'Crime', 'Thriller']",6.5
906,Hugh Jackman,Männerzirkus,2001,"['Comedy', 'Romance']",6.1
907,Hugh Jackman,X-Men,2000,"['Action', 'Adventure', 'Sci-Fi']",7.3
